Entry ID,Crystallization Method,Temp (K),pH,Crystal Growth Procedure,Matthews Coefficient,Percent Solvent Content,Condition 1,Condition 2,Condition 3,Condition 4,Condition 5,Condition 6,Condition 7,Condition 8,Condition 9,Condition 10,Condition 11,Condition 12,Condition 13,Condition 14,Condition 15,Condition 16,Condition 17,Condition 18,Condition 19,Condition 20
8J5H,"VAPOR DIFFUSION, SITTING DROP",293,,"0.03 M citrate, 0.07 M Bis-Tris propane, 28% PEG3350",2.08,40.97,0.03 M citrate,0.07 M Bis-Tris propane,28% PEG3350,,,,,,,,,,,,,,,,,
8OKG,"VAPOR DIFFUSION, HANGING DROP",291,7.8,"1.6 M sodium citrate, 50 mM Tris-H2SO4",2.08,40.85,1.6 M sodium citrate,50 mM Tris-H2SO4,,,,,,,,,,,,,,,,,,
8TN6,"VAPOR DIFFUSION, HANGING DROP",298,,2M ammonium sulfate,2.5,50.73,2M ammonium sulfate,,,,,,,,,,,,,,,,,,,
8TNB,"VAPOR DIFFUSION, HANGING DROP",298,,2M ammonium sulfate,2.44,49.62,2M ammonium sulfate,,,,,,,,,,,,,,,,,,,
8TNC,"VAPOR DIFFUSION, HANGING DROP",298,,2M ammonium sulfate,2.5,50.88,2M ammonium sulfate,,,,,,,,,,,,,,,,,,,
8TND,"VAPOR DIFFUSION, HANGING DROP",298,,2M Ammonium Sulfate,2.47,50.28,2M Ammonium Sulfate,,,,,,,,,,,,,,,,,,,
8YLA,"VAPOR DIFFUSION, HANGING DROP",289,,200 mM Magnesium formate and 20% w/v PEG3350,2.05,40.02,200 mM Magnesium formate and 20,,,,,,,,,,,,,,,,,,,
8YTS,"VAPOR DIFFUSION, HANGING DROP",288,3.5,"0.1 M Citric acid, pH 3.5, 30% PEG 3350",,,0.1 M Citric acid,30% PEG 3350,,,,,,,,,,,,,,,,,,
8YU5,"VAPOR DIFFUSION, HANGING DROP",288,,"0.1M HEPES, pH 7.5, 20% PEG 8000, 8% Ethylene glycol",2.2,44.03,0.1M HEPES,20% PEG 8000,8% Ethylene glycol,,,,,,,,,,,,,,,,,
9ART,"VAPOR DIFFUSION, SITTING DROP",298,,"0.1 M HEPES pH 7.5, 12 % w/v Polyethylene glycol 3,350",2.05,40.04,0.1 M HEPES pH 7,12 % w/v Polyethylene glycol 3,,,,,,,,,,,,,,,,,,
8FKC,"VAPOR DIFFUSION, SITTING DROP",293,6.5,"0.2M Ammonium sulfate, 0.1M MES, pH 6.5, 30% w/v, PEG 8000",2.19,43.93,0.2M Ammonium sulfate,0.1M MES,30% w/v,,,,,,,,,,,,,,,,,
8G90,"VAPOR DIFFUSION, HANGING DROP",294,,"0.1 M Bis-Tris pH 6.5, 28% (w/v) PEG 2000 MME",1.86,33.77,0.1 M Bis-Tris pH 6,,,,,,,,,,,,,,,,,,,
8G91,"VAPOR DIFFUSION, HANGING DROP",294,,"0.1 M ammonium acetate, 0.1 M Bis-Tris pH 5.5, 17% PEG 10000",2.38,48.27,0.1 M ammonium acetate,0.1 M Bis-Tris pH 5,17% PEG 10000,,,,,,,,,,,,,,,,,
8GC6,"VAPOR DIFFUSION, SITTING DROP",298,,"1 M sodium/potassium phosphate, pH 8.2",2.25,45.4,1 M sodium/potassium phosphate,,,,,,,,,,,,,,,,,,,
8GF3,"VAPOR DIFFUSION, SITTING DROP",293,8,4 M sodium formate,2.5,50.86,4 M sodium formate,,,,,,,,,,,,,,,,,,,
8JOR,"VAPOR DIFFUSION, HANGING DROP",293,,"21% PEG 3350, 300mM lithium chloride",2.3,46.56,21% PEG 3350,300mM lithium chloride,,,,,,,,,,,,,,,,,,
8K4I,"VAPOR DIFFUSION, HANGING DROP",291.15,,"20% PEG3350, 0.2M Lithium acetate dihydrate",2.1,41.53,20% PEG3350,0.2M Lithium acetate dihydrate,,,,,,,,,,,,,,,,,,
8QJZ,VAPOR DIFFUSION,293,7.5,"Morpheus III (G7)
1.2 % Cholic acid derivatives mix 
0.1 M Buffer System 2 7.5 
50 % Precipitant Mix 3",2.97,58.57,1.2 % Cholic acid derivatives mix,0.1 M Buffer System 2 7,50 % Precipitant Mix 3,,,,,,,,,,,,,,,,,
8RHR,"VAPOR DIFFUSION, SITTING DROP",291.2,,"1 ul of protein solution (10 ug/ul) was mixed with 1 ul reservoir solution (0.17 M ammonium sulfate, 25.5% (w/v) PEG4000, 15% (v/v) glycerol); soaking was performed for appr. 22 hours at 291.2K with 1 ul of stock solution (30 mM) added to the sitting drop well",2.54,51.54,0.17 M ammonium sulfate,,,,,,,,,,,,,,,,,,,
8RUE,"VAPOR DIFFUSION, HANGING DROP",292,9,"22% PEG 3350, 0.2 M MgCl2, 0.1 M Bicine pH 9.0, 1% v/v isopropanol",2.56,52.01,22% PEG 3350,0.2 M MgCl2,0.1 M Bicine pH 9,1% v/v isopropanol,,,,,,,,,,,,,,,,
8T41,"VAPOR DIFFUSION, SITTING DROP",293,8.5,"25% PEG3350, 0.2M (NH4)2SO4, 0.1M Tris-HCl",2.43,49.45,25% PEG3350,0.1M Tris-HCl,,,,,,,,,,,,,,,,,,
8VAW,"VAPOR DIFFUSION, SITTING DROP",293,7.5,"2.5 M Sodium chloride, 50 mM TRIS pH 7.5, 0.25 M Magnesium chloride.",2.19,43.78,2.5 M Sodium chloride,50 mM TRIS pH 7,0.25 M Magnesium chloride,,,,,,,,,,,,,,,,,
8VAX,"VAPOR DIFFUSION, SITTING DROP",293,8.5,"35% w/v 1,6-Hexanediol, 50 mM TRIS pH 8.5 75 mM Magnesium sulfate.",2.2,44.06,35% w/v 1,50 mM TRIS pH 8,75 mM Magnesium sulfate,,,,,,,,,,,,,,,,,
9BCB,"VAPOR DIFFUSION, SITTING DROP",293,5,"0.2 M sodium malonate, pH 5.0 and 20% PEG 3350 (w/v)",2.07,40.72,0.2 M sodium malonate,20% PEG 3350,,,,,,,,,,,,,,,,,,
8IZC,"VAPOR DIFFUSION, HANGING DROP",293,,"0.2 M SODIUM SULPHATE, 0.100 M SODIUM CITRATE PH 5.5 , 18% PEG3350",2.54,51.48,0.2 M SODIUM SULPHATE,0.100 M SODIUM CITRATE PH 5,18% PEG3350,,,,,,,,,,,,,,,,,
8OKE,"VAPOR DIFFUSION, HANGING DROP",291,7.8,"1.6 M sodium citrate, 50 mM Tris-H2SO4",2.07,40.61,1.6 M sodium citrate,50 mM Tris-H2SO4,,,,,,,,,,,,,,,,,,
8OKJ,"VAPOR DIFFUSION, HANGING DROP",291,7.8,"1.6 M sodium citrate, 50 mM Tris-H2SO4",2.04,39.57,1.6 M sodium citrate,50 mM Tris-H2SO4,,,,,,,,,,,,,,,,,,
8OKO,"VAPOR DIFFUSION, HANGING DROP",291,7.8,"1.6 M sodium citrate, 50 mM Tris-H2SO4",2.06,40.39,1.6 M sodium citrate,50 mM Tris-H2SO4,,,,,,,,,,,,,,,,,,
8OKP,"VAPOR DIFFUSION, HANGING DROP",291,7.8,"1.6 M sodium citrate, 50 mM Tris-H2SO4",2.07,40.6,1.6 M sodium citrate,50 mM Tris-H2SO4,,,,,,,,,,,,,,,,,,
8OKQ,"VAPOR DIFFUSION, HANGING DROP",291,7.8,"1.6 M sodium citrate, 50 mM Tris-H2SO4",2.09,41.06,1.6 M sodium citrate,50 mM Tris-H2SO4,,,,,,,,,,,,,,,,,,
8OKY,"VAPOR DIFFUSION, HANGING DROP",293,8.2,"0.3 M Tris/HCl pH 8.2, 0.6 M Na2SO4, 0.6 mM ZnAc",1.92,36,0.3 M Tris/HCl pH 8,0.6 M Na2SO4,0.6 mM ZnAc,,,,,,,,,,,,,,,,,
8OLA,"VAPOR DIFFUSION, HANGING DROP",291,7.8,"1.6 M sodium citrate, 50 mM Tris-H2SO4",2.06,40.41,1.6 M sodium citrate,50 mM Tris-H2SO4,,,,,,,,,,,,,,,,,,
8OLF,"VAPOR DIFFUSION, HANGING DROP",291,7.8,"1.6 M sodium citrate, 50 mM Tris-H2SO4",2.06,40.28,1.6 M sodium citrate,50 mM Tris-H2SO4,,,,,,,,,,,,,,,,,,
8OLH,"VAPOR DIFFUSION, HANGING DROP",291,,"1:1 RATIO OF 15 MG/ML PROTEIN SOLUTION WITH A PRECIPITANT SOLUTION CONTAINING 20% PEG 6000, 100 MM HEPES PH 7.0",1.93,36.13,20% PEG 6000,,,,,,,,,,,,,,,,,,,
8OLI,"VAPOR DIFFUSION, HANGING DROP",291,7.8,"1.6 M sodium citrate, 50 mM Tris-H2SO4",2.07,40.47,1.6 M sodium citrate,50 mM Tris-H2SO4,,,,,,,,,,,,,,,,,,
8OLK,"VAPOR DIFFUSION, HANGING DROP",291,7.8,"1.6 M sodium citrate, 50 mM Tris-H2SO4",2.08,40.85,1.6 M sodium citrate,50 mM Tris-H2SO4,,,,,,,,,,,,,,,,,,
8OLP,"VAPOR DIFFUSION, HANGING DROP",291,7,"1:1 RATIO OF A 15 MG/ML PROTEIN SOLUTION WITH A PRECIPITANT SOLUTION CONTAINING 20% PEG 6000, 100 MM HEPES PH 7.0",1.91,35.64,20% PEG 6000,,,,,,,,,,,,,,,,,,,
8OMB,"VAPOR DIFFUSION, HANGING DROP",291,7.8,"1.6 M sodium citrate, 50 mM Tris-H2SO4",2.08,40.77,1.6 M sodium citrate,50 mM Tris-H2SO4,,,,,,,,,,,,,,,,,,
8OMH,"VAPOR DIFFUSION, HANGING DROP",291,7.8,"1.6 M sodium citrate, 50 mM Tris-H2SO4",2.07,40.71,1.6 M sodium citrate,50 mM Tris-H2SO4,,,,,,,,,,,,,,,,,,
8OMN,"VAPOR DIFFUSION, HANGING DROP",291,7.8,"1.6 M sodium citrate, 50 mM Tris-H2SO4",2.08,40.8,1.6 M sodium citrate,50 mM Tris-H2SO4,,,,,,,,,,,,,,,,,,
8OMP,"VAPOR DIFFUSION, HANGING DROP",291,7.8,"1.6 M sodium citrate, 50 mM Tris-H2SO4",2.08,40.98,1.6 M sodium citrate,50 mM Tris-H2SO4,,,,,,,,,,,,,,,,,,
8OO8,"VAPOR DIFFUSION, SITTING DROP",294,,"A 9 0.06 M Divalents 0.1 M Buffer System 3 8.5 30 % v/v Precipitant Mix 1

0.06 M Magnesium chloride hexahydrate; 0.06 M Calcium chloride dihydrate, 0.1 M Tris pH 8.5,  20% v/v PEG 500 MME; 10 % w/v PEG 20000. (Morpheus A-9)",2.15,42.73,0.06 M Divalents 0,.1 M Buffer System 3 8,30 % v/v Precipitant Mix 1,0.06 M Magnesium chloride hexahydrate,0.06 M Calcium chloride dihydrate,0.1 M Tris pH 8,20% v/v PEG 500 MME,10 % w/v PEG 20000,,,,,,,,,,,,
9B8E,"VAPOR DIFFUSION, SITTING DROP",277,7,"20% PEG 1,000, 0.1 M Tris, 25% ethylene glycol",2.28,46.1,20% PEG 1,0.1 M Tris,25% ethylene glycol,,,,,,,,,,,,,,,,,
8B4G,"VAPOR DIFFUSION, SITTING DROP",293,,"0.1 M HEPES pH 7.5, 20m M MgCl2 and 22 %(w/v) polyacrylic acid 5100 sodium salt",2.23,44.81,0.1 M HEPES pH 7,,,,,,,,,,,,,,,,,,,
8B96,"VAPOR DIFFUSION, HANGING DROP",298.15,,"0.3M NaNO3, 16% PEG3350, 5% Ethylene Glycol",2.02,39.22,0.3M NaNO3,16% PEG3350,5% Ethylene Glycol,,,,,,,,,,,,,,,,,
8B98,"VAPOR DIFFUSION, HANGING DROP",298.15,,"0.3M NaNO3, 18% PEG3350",2.05,40.13,0.3M NaNO3,18% PEG3350,,,,,,,,,,,,,,,,,,
8OHB,"VAPOR DIFFUSION, SITTING DROP",293,7.5,"0.1 M HEPES pH 7.5
0.1 M Magnesium chloride
30 % (v/v) PEG 400
20 % (v/v) DMSO",2.36,47.88,0.1 M HEPES pH 7,0.1 M Magnesium chloride,,,,,,,,,,,,,,,,,,
8OHC,"VAPOR DIFFUSION, HANGING DROP",293,7.5,"0.1 M HEPES pH 7.5
0.1 M Magnesium chloride
30 % (v/v) PEG 400
20 % (v/v) DMSO",2.38,48.25,0.1 M HEPES pH 7,0.1 M Magnesium chloride,,,,,,,,,,,,,,,,,,
8OHE,"VAPOR DIFFUSION, SITTING DROP",293,7.5,"0.1 M HEPES pH 7.5
0.1 M Magnesium chloride
30 % (v/v) PEG 400
20 % (v/v) DMSO",2.37,48.17,0.1 M HEPES pH 7,0.1 M Magnesium chloride,,,,,,,,,,,,,,,,,,
8OHF,"VAPOR DIFFUSION, SITTING DROP",293,7.5,"0.1 M HEPES pH 7.5
0.1 M Magnesium chloride
30 % (v/v) PEG 400
20 % (v/v) DMSO",2.37,48.04,0.1 M HEPES pH 7,0.1 M Magnesium chloride,,,,,,,,,,,,,,,,,,
8OHG,"VAPOR DIFFUSION, SITTING DROP",293,7.5,"0.1 M HEPES pH 7.5
0.1 M Magnesium chloride
30 % (v/v) PEG 400
20 % (v/v) DMSO",2.37,48.1,0.1 M HEPES pH 7,0.1 M Magnesium chloride,,,,,,,,,,,,,,,,,,
8OHH,"VAPOR DIFFUSION, SITTING DROP",293,7.5,"0.1 M HEPES pH 7.5
0.1 M Magnesium chloride
30 % (v/v) PEG 400
20 % (v/v) DMSO",2.42,49.09,0.1 M HEPES pH 7,0.1 M Magnesium chloride,,,,,,,,,,,,,,,,,,
8OHJ,"VAPOR DIFFUSION, SITTING DROP",293,7.5,"0.1 M HEPES pH 7.5
0.1 M Magnesium chloride
30 % (v/v) PEG 400
20 % (v/v) DMSO",2.38,48.23,0.1 M HEPES pH 7,0.1 M Magnesium chloride,,,,,,,,,,,,,,,,,,
8OHK,"VAPOR DIFFUSION, SITTING DROP",293,7.5,"0.1 M HEPES pH 7.5
0.1 M Magnesium chloride
30 % (v/v) PEG 400
20 % (v/v) DMSO",2.37,48.01,0.1 M HEPES pH 7,0.1 M Magnesium chloride,,,,,,,,,,,,,,,,,,
8OHL,"VAPOR DIFFUSION, SITTING DROP",293,7.5,"0.1 M HEPES pH 7.5
0.1 M Magnesium chloride
30 % (v/v) PEG 400
20 % (v/v) DMSO",2.35,47.59,0.1 M HEPES pH 7,0.1 M Magnesium chloride,,,,,,,,,,,,,,,,,,
8OHO,"VAPOR DIFFUSION, SITTING DROP",293,7.5,"0.1 M HEPES pH 7.5
0.1 M Magnesium chloride
30 % (v/v) PEG 400
20 % (v/v) DMSO",2.37,48.16,0.1 M HEPES pH 7,0.1 M Magnesium chloride,,,,,,,,,,,,,,,,,,
8OJW,"VAPOR DIFFUSION, SITTING DROP",298,4,"2.0 M ammonium sulfate
0.1 M sodium acetate

-> soaking experiment by pH adjustment to pH 6.0",2.34,47.54,2.0 M ammonium sulfate,0.1 M sodium acetate,,,,,,,,,,,,,,,,,,
8OK1,"VAPOR DIFFUSION, HANGING DROP",293,,"0.1 M HEPES pH 7.5, 50 mM ammonium sulfate, 24% PEG3350",,,0.1 M HEPES pH 7,50 mM ammonium sulfate,24% PEG3350,,,,,,,,,,,,,,,,,
8PB3,"VAPOR DIFFUSION, HANGING DROP",277,8.5,"100 mM Tris/HCl pH 8.5, 20% PEG 8000, 200 mM MgCl2",2.45,49.8,100 mM Tris/HCl pH 8,20% PEG 8000,200 mM MgCl2,,,,,,,,,,,,,,,,,
8PB4,"VAPOR DIFFUSION, HANGING DROP",277,8.5,"100 mM Tris/HCl pH 8.5, 20% PEG 8000, 200 mM MgCl2",2.25,45.4,100 mM Tris/HCl pH 8,20% PEG 8000,200 mM MgCl2,,,,,,,,,,,,,,,,,
8PB5,"VAPOR DIFFUSION, HANGING DROP",277,8.5,"100 mM Tris/HCl pH 8.5, 20% PEG 8000, 200 mM MgCl2",2.25,45.4,100 mM Tris/HCl pH 8,20% PEG 8000,200 mM MgCl2,,,,,,,,,,,,,,,,,
8PB6,"VAPOR DIFFUSION, HANGING DROP",277,8.5,"100 mM Tris/HCl pH 8.5, 20% PEG 8000, 200 mM MgCl2",2.26,45.5,100 mM Tris/HCl pH 8,20% PEG 8000,200 mM MgCl2,,,,,,,,,,,,,,,,,
8PB7,"VAPOR DIFFUSION, HANGING DROP",277,8.5,"100 mM Tris/HCl pH 8.5, 20% PEG 8000, 200 mM MgCl2",2.26,45.5,100 mM Tris/HCl pH 8,20% PEG 8000,200 mM MgCl2,,,,,,,,,,,,,,,,,
8Q5J,"VAPOR DIFFUSION, SITTING DROP",289.15,,"0.2 M magnesium formate dihydrate, 20% w/v polyethylene glycol 3,350",2.43,49.5,0.2 M magnesium formate dihydrate,20% w/v polyethylene glycol 3,,,,,,,,,,,,,,,,,,
8QXQ,"VAPOR DIFFUSION, HANGING DROP",277,8.5,"100 mM Tris/HCl pH 8.5, 20% PEG 8000, 200 mM MgCl2",2.27,45.78,100 mM Tris/HCl pH 8,20% PEG 8000,200 mM MgCl2,,,,,,,,,,,,,,,,,
8RMO,"VAPOR DIFFUSION, SITTING DROP",293,8,"0.1 M TRIS 8 pH, 20 %w/v PEG 6K, 0.2 M NH4Cl",2.46,50.08,0.1 M TRIS 8 pH,0.2 M NH4Cl,,,,,,,,,,,,,,,,,,
8RQP,LIPIDIC CUBIC PHASE,293,,"34-41 %(v/v) PEG400, 100 mM LiSO4, and 100 mM Na-Citrate at pH 5.6 and 6.0",2.26,45.6,100 mM LiSO4,100 mM Na-Citrate at pH 5,,,,,,,,,,,,,,,,,,
8SAF,"VAPOR DIFFUSION, HANGING DROP",293,7.8,"1.6 M sodium citrate, 50 mM tris base",2.08,40.83,1.6 M sodium citrate,50 mM tris base,,,,,,,,,,,,,,,,,,
8T2M,"VAPOR DIFFUSION, HANGING DROP",293,,"0.1 M sodium acetate:HCl, pH 4.6, 8% PEG 4000",2.15,42.66,0.1 M sodium acetate,8% PEG 4000,,,,,,,,,,,,,,,,,,
8UOR,"VAPOR DIFFUSION, SITTING DROP",293,,"0.2 uL 17 mg/mL protein in 50 mM HEPES, pH 7.0, 150 mM sodium chloride + 0.2 uL reservoir (Molecular Dimensions Morpheus A2)",2.06,40.28,17 mg/mL protein in 50 mM HEPES,150 mM sodium chloride,,,,,,,,,,,,,,,,,,
8UOU,"VAPOR DIFFUSION, SITTING DROP",293,,"0.2 uL 19 mg/mL protein in 50 mM HEPES, 150 mM sodium chloride + 0.2 uL reservoir (0.2 M magnesium chloride, 0.1 M HEPES, pH 7.5, 30% v/v PEG400, 20 mM L-Asp)",1.9,35.4,19 mg/mL protein in 50 mM HEPES,150 mM sodium chloride,0.2 M magnesium chloride,0.1 M HEPES,30% v/v PEG400,20 mM L-Asp,,,,,,,,,,,,,,
8UP9,"VAPOR DIFFUSION, SITTING DROP",293,,"0.2 uL 16 mg/mL protein in 50 mM HEPES, 150 mM sodium chloride + 0.2 uL reservoir (Molecular Dimensions Morpheus C9 1,2, pH 8.5)",2.05,39.9,16 mg/mL protein in 50 mM HEPES,150 mM sodium chloride,,,,,,,,,,,,,,,,,,
8UPC,"VAPOR DIFFUSION, SITTING DROP",293,,"0.2 uL 18 mg/mL protein in 50 mM HEPES, pH 7.0, 150 mM sodium chloride + 0.2 uL reservoir Molecular Dimensions Morpheus B12, pH 8.5)",2.05,39.97,18 mg/mL protein in 50 mM HEPES,150 mM sodium chloride,,,,,,,,,,,,,,,,,,
8USS,"VAPOR DIFFUSION, SITTING DROP",296,,"15% w/v PEG 8K, 0.2 M MgCl2, 0.1 M Tris pH 8.5",2.48,50.46,15% w/v PEG 8K,0.2 M MgCl2,0.1 M Tris pH 8,,,,,,,,,,,,,,,,,
8VIJ,"VAPOR DIFFUSION, HANGING DROP",293,6.5,"23% PEG MME 2000, 100 mM Bis-Tris pH 6.5, 10 mM KCN",2.09,38.1,23% PEG MME 2000,100 mM Bis-Tris pH 6,10 mM KCN,,,,,,,,,,,,,,,,,
8X2V,"VAPOR DIFFUSION, SITTING DROP",293,,"1 uL of Anc4+Loop II+p12K/n13H (6.0 mg/mL in 10 mM sodium acetate pH 5.0, 150 mM NaCl) + 1 uL of 25% (w/v) polyethylene glycol 3350, 0.1 M Bis-Tris, pH 6.5",1.8,31.54,6.0 mg/mL in 10 mM sodium acetate pH 5,150 mM NaCl,0.1 M Bis-Tris,,,,,,,,,,,,,,,,,
8X2W,"VAPOR DIFFUSION, SITTING DROP",293,,"1 uL of Anc4+Loop II+p12K/n13H/s58T/n193G/y194F/d197R (6.0 mg/mL in 10 mM sodium acetate pH 5.0, 150 mM NaCl) + 1 uL of 25% (w/v) polyethylene glycol 3,350, 0.1 M Bis-Tris, pH 6.5",1.79,31.36,6.0 mg/mL in 10 mM sodium acetate pH 5,150 mM NaCl,0.1 M Bis-Tris,,,,,,,,,,,,,,,,,
8ITX,"VAPOR DIFFUSION, SITTING DROP",293,,"BUFFER = 0.1M TRIS (7.8), SALT= NASCN;
PRECIPITANT = PEG 6K",1.62,24.26,0.1M TRIS,,,,,,,,,,,,,,,,,,,
8ITZ,"VAPOR DIFFUSION, SITTING DROP",293,,"BUFFER = 0.1M TRIS (7.8), SALT= NASCN;
PRECIPITANT = PEG 6K",1.65,25.64,0.1M TRIS,,,,,,,,,,,,,,,,,,,
8K14,"VAPOR DIFFUSION, HANGING DROP",277,7.5,"0.1 M HEPES pH 7.5, 2.0 M Ammonium sulfate",2.21,44.26,0.1 M HEPES pH 7,2.0 M Ammonium sulfate,,,,,,,,,,,,,,,,,,
8KI0,"VAPOR DIFFUSION, SITTING DROP",293,7,"100 mM Tris-HCl (pH 7.0), 1.0 M Potassium sodium tartrate, 200 mM Lithium sulfate",2.32,47.08,100 mM Tris-HCl,1.0 M Potassium sodium tartrate,200 mM Lithium sulfate,,,,,,,,,,,,,,,,,
8OE3,"VAPOR DIFFUSION, SITTING DROP",291,5.7,"2 ul 40 mM sodium cacodylate, 1 ul 80 mM hexammine (III) cobalt, 1 ul 10% MPD, 2 ul 800 mM potassium chloride, ul 30 mM sodium chloride, 2 ul 1 mM DNA",1.77,30.51,40 mM sodium cacodylate,80 mM hexammine,10% MPD,800 mM potassium chloride,30 mM sodium chloride,1 mM DNA,,,,,,,,,,,,,,
8OF3,VAPOR DIFFUSION,292,7.5,1.7M LiSO4,3.72,66.9,1.7M LiSO4,,,,,,,,,,,,,,,,,,,
8OGF,"VAPOR DIFFUSION, HANGING DROP",296,,"1.5 M sodium citrate, 0.1 M Tris pH 8.0",2.11,41.6,1.5 M sodium citrate,0.1 M Tris pH 8,,,,,,,,,,,,,,,,,,
8OGK,"VAPOR DIFFUSION, SITTING DROP",293,,"0.1 M Hepes pH 7.5
0.2 M Magnesium chloride
30 % (v/v) PEG 400
20 % (v/v) DMSO",2.36,47.94,0.1 M Hepes pH 7,0.2 M Magnesium chloride,,,,,,,,,,,,,,,,,,
8OGM,"VAPOR DIFFUSION, SITTING DROP",293,,"0.1 M Hepes pH 7.5
0.2 M Magnesium chloride
30% (v/v) PEG 400",2.4,48.72,0.1 M Hepes pH 7,0.2 M Magnesium chloride,,,,,,,,,,,,,,,,,,
8OGN,"VAPOR DIFFUSION, SITTING DROP",293,,"0.1 M HEPES pH 7.5
0.1 M Magnesium chloride
30 % (v/v) PEG 400
20 % (v/v) DMSO",2.36,47.93,0.1 M HEPES pH 7,0.1 M Magnesium chloride,,,,,,,,,,,,,,,,,,
8OGO,"VAPOR DIFFUSION, SITTING DROP",293,,"0.1 M HEPES pH 7.5
0.1 M Magnesium chloride
30 % (v/v) PEG 400
20 % (v/v) DMSO",2.36,47.82,0.1 M HEPES pH 7,0.1 M Magnesium chloride,,,,,,,,,,,,,,,,,,
8OGP,"VAPOR DIFFUSION, SITTING DROP",293,,"0.1 M HEPES pH 7.5
0.1 M Magnesium chloride
30 % (v/v) PEG 400
20 % (v/v) DMSO",2.36,47.86,0.1 M HEPES pH 7,0.1 M Magnesium chloride,,,,,,,,,,,,,,,,,,
8OGQ,"VAPOR DIFFUSION, SITTING DROP",293,7.5,"0.1 M HEPES pH 7.5
0.1 M Magnesium chloride
30 % (v/v) PEG 400
20 % (v/v) DMSO",2.36,47.88,0.1 M HEPES pH 7,0.1 M Magnesium chloride,,,,,,,,,,,,,,,,,,
8OGR,"VAPOR DIFFUSION, SITTING DROP",293,7.5,"0.1 M HEPES pH 7.5
0.1 M Magnesium chloride
30 % (v/v) PEG 400
20 % (v/v) DMSO",2.36,47.99,0.1 M HEPES pH 7,0.1 M Magnesium chloride,,,,,,,,,,,,,,,,,,
8OGS,"VAPOR DIFFUSION, SITTING DROP",293,7.5,"0.1 M HEPES pH 7.5
0.1 M Magnesium chloride
30 % (v/v) PEG 400
20 % (v/v) DMSO",2.35,47.77,0.1 M HEPES pH 7,0.1 M Magnesium chloride,,,,,,,,,,,,,,,,,,
8OGU,"VAPOR DIFFUSION, SITTING DROP",293,7.5,"0.1 M HEPES pH 7.5
0.1 M Magnesium chloride
30 % (v/v) PEG 400
20 % (v/v) DMSO",2.36,47.89,0.1 M HEPES pH 7,0.1 M Magnesium chloride,,,,,,,,,,,,,,,,,,
8OGV,"VAPOR DIFFUSION, SITTING DROP",293,7.5,"0.1 M HEPES pH 7.5
0.1 M Magnesium chloride
30 % (v/v) PEG 400
20 % (v/v) DMSO",2.36,47.9,0.1 M HEPES pH 7,0.1 M Magnesium chloride,,,,,,,,,,,,,,,,,,
8OGW,"VAPOR DIFFUSION, SITTING DROP",293,7.5,"0.1 M HEPES pH 7.5
0.1 M Magnesium chloride
30 % (v/v) PEG 400
20 % (v/v) DMSO",2.37,48.16,0.1 M HEPES pH 7,0.1 M Magnesium chloride,,,,,,,,,,,,,,,,,,
8OGY,"VAPOR DIFFUSION, SITTING DROP",293,7.5,"0.1 M HEPES pH 7.5
0.1 M Magnesium chloride
30 % (v/v) PEG 400
20 % (v/v) DMSO",2.37,48.15,0.1 M HEPES pH 7,0.1 M Magnesium chloride,,,,,,,,,,,,,,,,,,
8OGZ,"VAPOR DIFFUSION, SITTING DROP",293,7.5,"0.1 M HEPES pH 7.5
0.1 M Magnesium chloride
30 % (v/v) PEG 400
20 % (v/v) DMSO",2.37,48.18,0.1 M HEPES pH 7,0.1 M Magnesium chloride,,,,,,,,,,,,,,,,,,
8OH0,"VAPOR DIFFUSION, SITTING DROP",293,7.5,"0.1 M HEPES pH 7.5
0.1 M Magnesium chloride
30 % (v/v) PEG 400
20 % (v/v) DMSO",2.37,48.12,0.1 M HEPES pH 7,0.1 M Magnesium chloride,,,,,,,,,,,,,,,,,,
8OH1,"VAPOR DIFFUSION, SITTING DROP",293,7.5,"0.1 M HEPES pH 7.5
0.1 M Magnesium chloride
30 % (v/v) PEG 400
20 % (v/v) DMSO",2.38,48.42,0.1 M HEPES pH 7,0.1 M Magnesium chloride,,,,,,,,,,,,,,,,,,
8P37,"VAPOR DIFFUSION, SITTING DROP",295,,"SynGUAB3-C222S crystals were grown in the presence of IMP and NAD+ in mother liquor from the condition 2-48 of the commercial screen Morpheus (Molecular Dimensions), which consists of an amino acid mixture (0.02M DL-Glutamic acid monohydrate, 0.02M DL-Alanine, 0.02M Glycine, 0.02M DL-Lysine monohydrochloride, and 0.02M DL-Serine, a precipitant mix (25% (v/v) PEG 500 MME and 12.5 % (w/v) PEG 20000), and 0.1M of a buffer system (Tris-base, Bicine) adjusted at pH 8.5.
Initial conditions: 
Buffer: 10 mM TrisHCl, pH 8.0
Protein concentration = 15 mg/mL
Substrate concentration: 3 mM NAD + 3 mM IMP",2.13,42.14,0.02M DL-Glutamic acid monohydrate,0.02M DL-Alanine,0.02M Glycine,0.02M DL-Lysine monohydrochloride,0.02M DL-Serine,0.1M of a buffer system,10 mM TrisHCl,"15 mg/mL
Substrate concentration",3 mM NAD,3 mM IMP,,,,,,,,,,
